Starting a Gradle Daemon, 2 busy and 1 incompatible and 14 stopped Daemons could not be reused, use --status for details
Calculating task graph as configuration cache cannot be reused because file 'order-receiver/build.gradle.kts' has changed.
> Task :order-sender:extractProto UP-TO-DATE
> Task :order-sender:extractIncludeProto UP-TO-DATE
> Task :order-sender:processResources UP-TO-DATE
> Task :order-sender:generateProto UP-TO-DATE
> Task :order-sender:compileJava
> Task :order-sender:classes

> Task :order-sender:run
19:48:05.939 [main] INFO  c.example.ordersender.SenderConfig - Using environment value for SENDER_ID: order-sender-1
19:49:53.252 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL NFLX 233 shares @ ${:.2f}
19:49:53.253 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000069: REJECTED
19:49:53.253 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000069', status='REJECTED', message='Order rejected by receiver'}
19:49:53.253 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000069', status='REJECTED', message='Order rejected by receiver'}
19:49:53.253 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL CRM 251 shares @ ${:.2f}
19:49:53.254 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000070: FILLED
19:49:53.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000070', status='FILLED', message='Order filled successfully'}
19:49:53.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000070', status='FILLED', message='Order filled successfully'}
19:49:56.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:56.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:56.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL TXN 892 shares @ ${:.2f}
19:49:56.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000071: REJECTED
19:49:56.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000071', status='REJECTED', message='Order rejected by receiver'}
19:49:56.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000071', status='REJECTED', message='Order rejected by receiver'}
19:49:56.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AMD 737 shares @ ${:.2f}
19:49:56.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000072: FILLED
19:49:56.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000072', status='FILLED', message='Order filled successfully'}
19:49:56.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000072', status='FILLED', message='Order filled successfully'}
19:49:59.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:49:59.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:49:59.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY CRM 520 shares @ ${:.2f}
19:49:59.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000073: REJECTED
19:49:59.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000073', status='REJECTED', message='Order rejected by receiver'}
19:49:59.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000073', status='REJECTED', message='Order rejected by receiver'}
19:49:59.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY META 1070 shares @ ${:.2f}
19:49:59.259 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000074: FILLED
19:49:59.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000074', status='FILLED', message='Order filled successfully'}
19:49:59.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000074', status='FILLED', message='Order filled successfully'}
19:50:02.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:02.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:02.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY MU 896 shares @ ${:.2f}
19:50:02.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000075: REJECTED
19:50:02.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000075', status='REJECTED', message='Order rejected by receiver'}
19:50:02.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000075', status='REJECTED', message='Order rejected by receiver'}
19:50:02.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL LRCX 546 shares @ ${:.2f}
19:50:02.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000076: REJECTED
19:50:02.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000076', status='REJECTED', message='Order rejected by receiver'}
19:50:02.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000076', status='REJECTED', message='Order rejected by receiver'}
19:50:05.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:05.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:05.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL QCOM 438 shares @ ${:.2f}
19:50:05.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000077: REJECTED
19:50:05.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000077', status='REJECTED', message='Order rejected by receiver'}
19:50:05.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000077', status='REJECTED', message='Order rejected by receiver'}
19:50:05.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY QCOM 670 shares @ ${:.2f}
19:50:05.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000078: REJECTED
19:50:05.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000078', status='REJECTED', message='Order rejected by receiver'}
19:50:05.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000078', status='REJECTED', message='Order rejected by receiver'}
19:50:08.261 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:08.261 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:08.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY AMD 816 shares @ ${:.2f}
19:50:08.263 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000079: REJECTED
19:50:08.263 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000079', status='REJECTED', message='Order rejected by receiver'}
19:50:08.263 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000079', status='REJECTED', message='Order rejected by receiver'}
19:50:08.263 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL CRM 1087 shares @ ${:.2f}
19:50:08.264 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000080: REJECTED
19:50:08.264 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000080', status='REJECTED', message='Order rejected by receiver'}
19:50:08.264 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000080', status='REJECTED', message='Order rejected by receiver'}
19:50:11.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:11.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:11.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY NFLX 397 shares @ ${:.2f}
19:50:11.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000081: REJECTED
19:50:11.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000081', status='REJECTED', message='Order rejected by receiver'}
19:50:11.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000081', status='REJECTED', message='Order rejected by receiver'}
19:50:11.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY META 210 shares @ ${:.2f}
19:50:11.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000082: REJECTED
19:50:11.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000082', status='REJECTED', message='Order rejected by receiver'}
19:50:11.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000082', status='REJECTED', message='Order rejected by receiver'}
19:50:14.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:14.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:14.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL QCOM 804 shares @ ${:.2f}
19:50:14.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000083: REJECTED
19:50:14.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000083', status='REJECTED', message='Order rejected by receiver'}
19:50:14.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000083', status='REJECTED', message='Order rejected by receiver'}
19:50:14.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL AMD 495 shares @ ${:.2f}
19:50:14.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000084: REJECTED
19:50:14.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000084', status='REJECTED', message='Order rejected by receiver'}
19:50:14.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000084', status='REJECTED', message='Order rejected by receiver'}
19:50:17.252 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:17.252 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:17.252 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY ADBE 389 shares @ ${:.2f}
19:50:17.253 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000085: REJECTED
19:50:17.253 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000085', status='REJECTED', message='Order rejected by receiver'}
19:50:17.253 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000085', status='REJECTED', message='Order rejected by receiver'}
19:50:17.253 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AMD 413 shares @ ${:.2f}
19:50:17.254 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000086: REJECTED
19:50:17.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000086', status='REJECTED', message='Order rejected by receiver'}
19:50:17.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000086', status='REJECTED', message='Order rejected by receiver'}
19:50:20.254 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:20.254 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:20.254 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL MSFT 820 shares @ ${:.2f}
19:50:20.255 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000087: REJECTED
19:50:20.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000087', status='REJECTED', message='Order rejected by receiver'}
19:50:20.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000087', status='REJECTED', message='Order rejected by receiver'}
19:50:20.255 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY MU 1097 shares @ ${:.2f}
19:50:20.256 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000088: REJECTED
19:50:20.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000088', status='REJECTED', message='Order rejected by receiver'}
19:50:20.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000088', status='REJECTED', message='Order rejected by receiver'}
19:50:23.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:23.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:23.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL CRM 173 shares @ ${:.2f}
19:50:23.259 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000089: REJECTED
19:50:23.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000089', status='REJECTED', message='Order rejected by receiver'}
19:50:23.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000089', status='REJECTED', message='Order rejected by receiver'}
19:50:23.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL META 851 shares @ ${:.2f}
19:50:23.260 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000090: REJECTED
19:50:23.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000090', status='REJECTED', message='Order rejected by receiver'}
19:50:23.261 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000090', status='REJECTED', message='Order rejected by receiver'}
19:50:26.258 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:26.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:26.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL CRM 549 shares @ ${:.2f}
19:50:26.261 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000091: REJECTED
19:50:26.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000091', status='REJECTED', message='Order rejected by receiver'}
19:50:26.261 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000091', status='REJECTED', message='Order rejected by receiver'}
19:50:26.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AAPL 435 shares @ ${:.2f}
19:50:26.262 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000092: REJECTED
19:50:26.262 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000092', status='REJECTED', message='Order rejected by receiver'}
19:50:26.263 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000092', status='REJECTED', message='Order rejected by receiver'}
19:50:29.257 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:29.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:29.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY GOOGL 136 shares @ ${:.2f}
19:50:29.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000093: REJECTED
19:50:29.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000093', status='REJECTED', message='Order rejected by receiver'}
19:50:29.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000093', status='REJECTED', message='Order rejected by receiver'}
19:50:29.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AMD 156 shares @ ${:.2f}
19:50:29.259 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000094: REJECTED
19:50:29.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000094', status='REJECTED', message='Order rejected by receiver'}
19:50:29.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000094', status='REJECTED', message='Order rejected by receiver'}
19:50:32.259 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:32.260 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:32.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY TSLA 144 shares @ ${:.2f}
19:50:32.262 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000095: REJECTED
19:50:32.262 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000095', status='REJECTED', message='Order rejected by receiver'}
19:50:32.262 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000095', status='REJECTED', message='Order rejected by receiver'}
19:50:32.263 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AVGO 781 shares @ ${:.2f}
19:50:32.264 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000096: REJECTED
19:50:32.264 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000096', status='REJECTED', message='Order rejected by receiver'}
19:50:32.265 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000096', status='REJECTED', message='Order rejected by receiver'}
19:50:35.256 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:35.256 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:35.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY GOOGL 1075 shares @ ${:.2f}
19:50:35.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000097: REJECTED
19:50:35.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000097', status='REJECTED', message='Order rejected by receiver'}
19:50:35.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000097', status='REJECTED', message='Order rejected by receiver'}
19:50:35.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: SELL TSLA 500 shares @ ${:.2f}
19:50:35.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000098: REJECTED
19:50:35.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000098', status='REJECTED', message='Order rejected by receiver'}
19:50:35.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000098', status='REJECTED', message='Order rejected by receiver'}
19:50:38.257 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:38.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:38.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY ORCL 453 shares @ ${:.2f}
19:50:38.259 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000099: REJECTED
19:50:38.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000099', status='REJECTED', message='Order rejected by receiver'}
19:50:38.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000099', status='REJECTED', message='Order rejected by receiver'}
19:50:38.260 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY TXN 192 shares @ ${:.2f}
19:50:38.261 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000100: REJECTED
19:50:38.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000100', status='REJECTED', message='Order rejected by receiver'}
19:50:38.261 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000100', status='REJECTED', message='Order rejected by receiver'}
19:50:41.261 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:41.261 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:41.261 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY NVDA 1034 shares @ ${:.2f}
19:50:41.263 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000101: REJECTED
19:50:41.263 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000101', status='REJECTED', message='Order rejected by receiver'}
19:50:41.263 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000101', status='REJECTED', message='Order rejected by receiver'}
19:50:41.263 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY AAPL 900 shares @ ${:.2f}
19:50:41.264 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000102: REJECTED
19:50:41.264 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000102', status='REJECTED', message='Order rejected by receiver'}
19:50:41.264 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000102', status='REJECTED', message='Order rejected by receiver'}
19:50:44.255 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:44.255 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:44.256 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: SELL ADBE 789 shares @ ${:.2f}
19:50:44.257 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000103: REJECTED
19:50:44.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-1: OrderResponse{orderId='SENDER-000103', status='REJECTED', message='Order rejected by receiver'}
19:50:44.257 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-1: OrderResponse{orderId='SENDER-000103', status='REJECTED', message='Order rejected by receiver'}
19:50:44.257 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-2: BUY NVDA 592 shares @ ${:.2f}
19:50:44.258 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000104: REJECTED
19:50:44.258 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Received response from order-receiver-2: OrderResponse{orderId='SENDER-000104', status='REJECTED', message='Order rejected by receiver'}
19:50:44.258 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Order sent to order-receiver-2: OrderResponse{orderId='SENDER-000104', status='REJECTED', message='Order rejected by receiver'}
19:50:47.259 [pool-2-thread-1] INFO  c.e.o.consul.ConsulServiceDiscovery - Found 2 healthy receiver instances
19:50:47.259 [pool-2-thread-1] INFO  c.e.o.OrderSenderApplication - Found 2 receivers, sending mock order
19:50:47.259 [pool-2-thread-1] INFO  c.e.ordersender.sender.OrderSender - Sending order to order-receiver-1: BUY AMZN 137 shares @ ${:.2f}
19:50:47.261 [pool-2-thread-1] INFO  c.example.ordersender.OrderManager - Added response for order SENDER-000105: REJECTED
